make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type
0.06, 0.12,0.77, 0.00, 0.19,0.32,0.38, 0.00,0.06, 0.00,0.00,0.64,0.25, 0.00,0.12, 0.00,0.00,0.12, 1.67, 0.06, 0.70, 0.00,0.19, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.06, 0.00, 0.00,0.00, 0.00,0.040,0.030,0.000, 0.244,0.071, 0.000,   1.732,  43,  750,spam
0.00, 1.26,0.00, 0.00, 0.00,1.26,0.00, 0.00,0.00, 0.00,0.00,1.26,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 1.26, 0.00,0.00, 1.26, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 1.26, 0.00,0.00, 0.00,0.000,0.198,0.000, 0.198,0.596, 0.000,   3.833,  17,   69,spam
0.73, 0.36,0.73, 0.00, 0.00,0.73,0.73, 1.10,0.36, 0.36,0.00,0.36,0.00, 0.00,0.00, 1.10,0.36,0.36, 2.20, 2.20, 2.20, 0.00,1.83, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.111,0.000, 0.500,0.333, 0.000,   3.259,  30,  176,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 1.08,0.00,0.00, 1.08, 0.00, 2.17, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.478,0.000, 0.000,   2.000,  30,  106,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,1.04, 0.00,0.00, 0.00,0.00,1.04,0.00, 0.00,0.00, 0.00,1.04,0.00, 3.66, 0.00, 2.09, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.061,0.246,0.000, 0.615,0.061, 0.061,   3.318,  59,  146,spam
0.00, 0.00,1.26, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.53,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.53, 0.00, 5.06, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   3.642,   8,   51,spam
0.00, 0.45,0.45, 0.00, 0.45,0.00,0.00, 0.00,0.00, 0.00,0.00,0.45,0.00, 0.00,0.00, 0.45,0.00,0.91, 1.36, 0.00, 1.36, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.501,0.000, 0.000,   2.777,  61,  200,spam
0.00, 0.42,1.68, 0.00, 0.42,0.00,0.00, 0.00,0.00, 0.00,0.00,0.42,0.00, 0.00,0.00, 0.42,0.00,0.84, 2.10, 0.00, 1.68, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.42, 0.00,0.00, 0.00,0.000,0.066,0.000, 0.669,0.000, 0.000,   3.837, 121,  284,spam
0.00, 0.59,0.00, 0.00, 0.00,0.00,0.59, 0.00,0.00, 0.59,0.00,0.59,0.00, 0.00,0.00, 0.00,0.00,1.18, 1.77, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.257,0.000, 0.000,0.000, 0.000,   8.586,  66,  249,spam
0.23, 0.00,0.47, 0.00, 0.23,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.23,0.00, 0.23,0.23,0.00, 7.10, 0.00, 1.89, 0.00,0.00, 0.23, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.71, 0.00,0.00, 0.00,0.043,0.043,0.000, 0.175,0.000, 0.000,   1.294,  11,   66,spam
0.00, 0.00,0.46, 0.00, 1.39,0.00,0.93, 0.93,0.00, 0.00,0.46,0.93,0.00, 0.00,0.00, 1.39,0.00,0.46, 0.93, 0.00, 0.46, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.46, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.069,0.000,0.000, 0.000,0.000, 0.069,   1.442,   8,   75,spam
0.00, 0.34,0.00, 0.00, 0.68,0.00,0.68, 0.00,0.00, 0.34,0.34,0.00,0.00, 0.00,0.00, 0.34,0.00,1.36, 3.42, 0.00, 2.73, 0.00,0.00, 0.00, 0.34, 0.34, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.34,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.048,0.048, 0.000,   1.411,  15,   96,spam
0.12, 0.24,0.12, 0.00, 1.32,0.36,0.00, 0.36,0.00, 0.00,0.36,0.72,0.00, 0.00,0.00, 0.00,0.00,0.00, 4.10, 0.00, 3.01, 0.00,0.12, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.12,0.00, 0.00,0.00,0.12,0.00, 0.00,0.12,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.059,0.000, 0.019,0.019, 0.000,   1.714,  34,  180,spam
0.66, 0.00,0.66, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.66,0.00,0.00,0.00, 0.00,0.00, 1.98,1.32,0.00, 1.32, 0.00, 1.32, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 2.205,0.000, 0.000,   3.184,  34,  121,spam
0.00, 0.48,0.48, 0.00, 1.46,0.00,0.48, 0.00,0.00, 0.97,0.48,0.00,0.00, 0.00,0.00, 0.48,0.00,0.00, 0.97, 0.48, 1.95, 0.00,0.00, 0.48, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.46,0.00, 0.00,0.48,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.073,0.000, 0.589,0.294, 0.000,   4.850,  47,  194,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,1.47, 0.00,0.00, 1.47,0.00,1.47,0.00, 0.00,0.00, 0.00,0.00,0.00, 5.88, 0.00, 1.47, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.500,0.000, 0.000,   1.214,   3,   17,spam
0.30, 0.00,0.61, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.92,0.30,0.92,0.30, 0.30,0.00, 2.15,0.61,0.00, 5.53, 0.00, 1.23, 0.00,0.00, 0.30, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.30, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.30, 0.00,0.00, 0.00,0.000,0.100,0.000, 1.053,0.351, 0.250,   3.884,  66,  303,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,1.96, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.96,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.201,0.000, 0.000,0.100, 0.000,   4.548,  59,  141,spam
0.00, 0.00,0.00, 0.00, 1.26,0.00,2.53, 1.26,1.26, 1.26,1.26,1.26,0.00, 0.00,0.00, 0.00,5.06,0.00, 2.53, 1.26, 3.79, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.537,0.000, 0.000,  72.500, 287,  290,spam
0.00, 0.53,0.53, 0.00, 0.53,0.00,0.00, 0.00,0.00, 0.00,0.00,0.53,0.00, 0.00,0.00, 0.53,0.00,1.06, 1.60, 0.00, 1.06, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.087,0.000, 0.877,0.000, 0.000,   3.400,  61,  187,spam
0.00, 0.44,0.89, 0.00, 0.44,0.00,0.00, 0.00,0.00, 0.00,0.00,0.44,0.00, 0.00,0.00, 0.44,0.00,0.89, 2.24, 0.00, 1.34, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.44, 0.00,0.00, 0.00,0.000,0.073,0.000, 0.807,0.000, 0.000,   3.849, 121,  281,spam
0.00, 0.46,0.46, 0.00, 0.46,0.46,0.46, 0.00,0.00, 0.00,0.46,0.46,0.00, 0.00,0.00, 0.92,0.00,0.92, 2.76, 0.00, 1.38, 0.00,0.46, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.46,0.00, 0.00,0.00, 0.00, 0.46, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.298,0.223, 0.000,   2.156,  13,  110,spam
0.00, 0.00,0.48, 0.00, 1.44,0.00,0.48, 0.00,0.00, 0.00,0.00,0.96,0.00, 0.00,0.00, 0.48,0.96,0.00, 2.41, 0.00, 2.41, 0.00,0.48, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.48, 0.00,0.00, 0.00,0.000,0.081,0.000, 0.486,0.243, 0.000,   5.130,  78,  236,spam
0.00, 0.94,0.94, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.94,0.00,0.00,0.00, 0.00,0.00, 2.83,0.00,0.00, 0.94, 0.00, 0.94, 0.00,1.88, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.366,0.000, 0.000,  26.500, 245,  318,spam
0.00, 0.00,1.77, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.59,0.00, 0.00,0.00, 0.00,0.00,0.59, 4.14, 0.00, 1.18, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.59,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.165,0.000, 0.165,0.082, 0.000,   2.325,  16,  100,spam
0.75, 0.18,0.37, 0.00, 0.18,0.12,0.00, 0.25,0.75, 0.31,0.25,1.51,0.31, 0.37,0.00, 0.37,0.44,0.12, 2.96, 0.69, 1.26, 0.00,0.44, 0.75, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.12,0.00, 0.00,0.12,0.00, 0.00,0.06, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.085,0.053, 0.437,0.234, 0.064,   3.675,  45, 1066,spam
0.00, 0.41,0.20, 0.00, 1.67,0.20,0.20, 0.00,0.00, 1.04,0.20,0.00,0.20, 0.00,0.00, 0.83,0.20,0.00, 2.09, 0.00, 0.62, 0.00,0.62, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.41, 0.62,0.00, 0.20,0.000,0.000,0.000, 0.132,0.000, 0.000,   1.650,  15,  175,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,5.26, 5.26, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.338, 0.000,   1.666,   5,   10,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 5.55, 0.00, 1.11, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.431,0.000, 0.000,   4.071,  29,  114,spam
0.00, 0.00,0.23, 0.00, 0.00,0.00,0.23, 0.00,0.00, 0.95,0.00,0.47,0.00, 0.23,0.00, 0.23,0.95,0.00, 2.38, 0.00, 1.90, 0.00,0.00, 0.47, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.23,0.23,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.123,0.000, 0.197,0.000, 0.024,   5.038, 280,  519,spam
0.00, 0.72,0.72, 0.00, 0.00,0.00,0.00, 1.45,0.00, 0.00,0.72,0.00,0.00, 0.00,0.00, 2.91,0.00,0.72, 1.45, 0.00, 0.00, 0.00,0.72, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.123,0.000, 0.495,0.000, 0.000,   1.525,   8,   61,spam
0.00, 0.00,1.28, 0.00, 1.28,1.28,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 1.28,0.00,0.00, 2.56, 0.00, 1.28, 0.00,1.28, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.181,0.000, 0.724,0.000, 0.000,   3.071,   9,   43,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.278,0.000, 0.834,0.000, 0.000,   5.130,  27,  118,spam
0.00, 0.46,0.46, 0.00, 1.40,0.00,0.46, 1.86,0.00, 0.93,0.46,0.00,0.00, 0.00,0.00, 1.86,0.00,0.00, 0.93, 0.46, 1.40, 0.00,0.00, 0.46, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.40,0.00, 0.00,0.46,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.071,0.000, 0.571,0.214, 0.000,   4.630,  64,  213,spam
0.00, 0.00,0.38, 0.00, 1.15,0.76,0.00, 0.00,0.00, 0.00,0.00,0.38,0.38, 0.00,0.00, 0.38,0.00,0.38, 2.69, 0.00, 2.30, 0.00,0.00, 0.38, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.122,0.000, 0.061,0.061, 0.000,   1.775,  20,  158,spam
0.00, 0.79,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.79,1.58,1.58, 3.96, 0.00, 1.58, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.79, 0.00,0.00, 0.00,0.000,0.268,0.000, 0.268,0.000, 0.000,   2.815,  26,  107,spam
0.06, 0.06,0.47, 0.00, 0.40,0.00,0.00, 0.00,0.67, 0.06,0.00,0.33,0.13, 0.00,0.00, 0.20,0.00,0.00, 1.14, 0.13, 1.21, 0.00,0.00, 0.06, 0.00, 0.00, 0.00,0.00, 0.06,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.13,0.00, 0.00, 0.06, 0.00,0.00, 0.00,0.021,0.107,0.000, 0.096,0.085, 0.010,   3.353, 144,  845,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,9.09, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,1.153,0.000, 0.000,0.000, 0.000,   3.800,  23,   38,spam
0.00, 0.56,1.12, 0.00, 2.24,0.00,1.12, 0.00,0.00, 0.00,0.00,0.56,0.56, 0.00,0.00, 0.56,2.80,0.00, 3.93, 0.00, 1.68, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.250,0.000, 1.083,0.333, 0.000,   4.974, 140,  194,spam
0.47, 0.31,0.47, 0.00, 0.05,0.13,0.05, 0.26,0.44, 0.76,0.26,0.97,0.58, 1.26,0.00, 0.26,0.44,0.00, 3.25, 0.00, 1.50, 0.00,1.05, 0.34, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.02, 0.00,0.00, 0.00,0.004,0.066,0.000, 0.322,0.764, 0.159,   6.100, 193, 3038,spam
0.59, 0.44,0.29, 0.00, 0.14,0.03,0.03, 0.14,0.56, 0.67,0.29,0.67,0.59, 1.23,0.03, 0.22,0.44,0.07, 3.43, 0.00, 1.53, 0.00,0.59, 0.63, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.03,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.07, 0.00,0.00, 0.00,0.000,0.075,0.000, 0.613,0.532, 0.137,   7.300, 763, 2453,spam
0.59, 0.44,0.29, 0.00, 0.14,0.03,0.03, 0.14,0.56, 0.67,0.29,0.67,0.59, 1.23,0.03, 0.22,0.44,0.07, 3.43, 0.00, 1.53, 0.00,0.59, 0.63, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.03,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.07, 0.00,0.00, 0.00,0.000,0.075,0.000, 0.612,0.531, 0.137,   7.300, 763, 2453,spam
0.46, 0.00,0.46, 0.00, 0.00,0.00,0.00, 0.46,0.00, 0.00,0.00,1.38,0.00, 0.00,2.31, 0.00,0.46,0.46, 2.77, 0.00, 2.31, 0.00,1.38, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.46,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.494,0.000, 0.082,0.823, 0.000,   3.400,  12,  102,spam
0.00, 0.00,0.46, 0.00, 0.00,0.00,0.46, 0.00,0.00, 0.00,0.46,0.00,0.00, 0.00,0.00, 0.00,0.00,1.40, 1.87, 0.00, 0.00, 0.93,0.46, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.46, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   2.676,  32,   91,spam
0.00, 0.35,0.70, 0.00, 0.35,0.00,0.00, 0.00,0.00, 0.00,0.00,0.70,0.00, 0.00,0.00, 1.05,0.00,0.70, 2.11, 0.00, 1.40, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.35, 0.00,0.00, 0.00,0.000,0.122,0.000, 1.284,0.000, 0.000,   3.639,  61,  313,spam
0.00, 0.43,0.43, 0.00, 0.43,0.00,0.00, 0.00,0.00, 0.00,0.00,0.43,0.00, 0.00,0.00, 0.43,0.00,0.86, 1.29, 0.00, 0.86, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.147,0.000, 0.736,0.000, 0.000,   2.810,  61,  222,spam
0.00, 0.00,0.00, 0.00, 0.00,0.60,0.00, 0.00,0.00, 1.21,0.00,0.00,0.00, 0.00,0.00, 0.60,0.00,0.00, 1.21, 0.00, 0.00, 0.00,0.60, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.207,0.518,0.414, 0.310,0.000, 0.000,   4.897,  17,  191,spam
1.24, 0.41,1.24, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.41,0.00, 0.00,0.00, 0.41,0.00,0.82, 3.73, 0.00, 1.24, 0.00,0.00, 0.41, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.41, 0.00,0.00, 0.00,0.000,0.065,0.000, 0.461,0.527, 0.000,   3.166,  19,  114,spam
0.00, 0.00,0.00, 0.00, 4.25,0.00,0.70, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 2.83,0.00,0.00, 4.96, 0.00, 1.41, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.380,0.000, 0.000,   1.153,   3,   30,spam
0.00, 0.00,0.64, 0.00, 0.00,0.64,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.64,0.00,0.00, 2.59, 0.00, 0.00, 0.00,0.64, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.64,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.094,0.189,0.284, 0.662,0.000, 0.000,  10.068, 131,  292,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,3.33,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.305,0.611,0.000, 1.529,0.000, 0.000,   5.500,  22,   66,spam
0.00, 0.00,0.64, 0.00, 0.00,0.64,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.64,0.00,0.00, 2.59, 0.00, 0.00, 0.00,0.64, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.64,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.094,0.189,0.284, 0.662,0.000, 0.000,  10.068, 131,  292,spam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,3.33,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.305,0.611,0.000, 1.529,0.000, 0.000,   5.500,  22,   66,spam
